@relation delaney-weka.filters.unsupervised.attribute.Standardize

@attribute MolLogP numeric
@attribute MolWt numeric
@attribute NumRotatableBonds numeric
@attribute AromaticProportion numeric
@attribute logS numeric

@data
-0.114862,-0.735425,-0.827416,1.849865,-1.3
0.201965,1.246713,0.314398,-0.189138,-5.03
1.29296,0.883881,-0.446811,0.185373,-5.82
-5.370053,2.921505,2.217421,-1.062996,-0.41
-0.511217,0.562045,-0.066207,-1.062996,-2.696
-0.120328,0.483932,-0.446811,0.776706,-2.62
-1.24053,-0.696105,-0.827416,-1.062996,-1.77
-2.236167,1.673519,1.075607,0.447376,-3.685
-0.328795,-0.247637,0.314398,0.281401,-2.452
1.12206,1.139317,0.695003,0.029327,-5.72
0.672114,1.849448,0.314398,0.142326,-4.42
0.230904,1.223336,-0.066207,-0.23075,-4.376
0.007914,0.210517,-0.827416,0.993141,-3.672
0.273519,0.483893,-0.827416,0.776706,-3.928
0.229832,0.819586,-0.446811,0.684721,-4.114
0.577913,1.146538,-0.446811,0.456758,-4.207
0.197217,0.62062,-0.446811,0.684721,-4.554
0.166541,0.640509,-0.446811,0.776706,-4.634
0.490764,0.630881,-0.446811,0.776706,-4.706
0.528116,0.464676,-0.446811,0.776706,-4.749
0.088728,0.62062,-0.066207,0.684721,-2.86
0.406198,0.493667,-0.066207,0.776706,-4.799
0.391525,0.893996,-0.066207,0.525837,-4.871
0.360764,0.766897,-0.066207,0.601496,-5.153
0.541032,0.67327,-0.446811,0.776706,-5.36
-0.050704,0.493521,-0.827416,0.776706,-3.043
0.203894,0.474304,-0.446811,0.776706,-3.324
-0.439621,1.059528,0.695003,0.456758,-3.36
0.406198,0.493667,-0.066207,0.776706,-3.535
0.541193,0.337577,-0.446811,0.878911,-3.68
-2.192673,0.795634,0.695003,-0.189138,-0.85
-1.04932,-0.657702,-0.446811,0.684721,-1.836
0.104698,0.083846,-0.066207,1.12165,-3.59
-0.015827,0.406101,-0.827416,-1.062996,-3.09
-0.588441,0.327959,1.075607,-1.062996,-2.356
0.5025,0.269881,-0.066207,-0.034927,-4.11
-0.568345,-0.028948,0.695003,0.281401,-4.55
-0.923703,0.084567,0.314398,0.185373,-2.676
-3.233936,-0.218861,1.075607,-1.062996,1.09
-1.88532,1.52809,2.217421,-0.303119,-1.981
1.287869,2.06539,-0.446811,-1.062996,-4.173
0.77131,0.865084,2.598026,-0.23075,-3.84
0.809199,0.83624,-0.827416,-1.062996,-4.743
1.689369,1.572126,1.075607,-0.143145,-4.522
-0.064058,-0.979138,-0.446811,1.12165,-2.82
-0.370435,-0.823234,-0.446811,0.878911,-1.6
-1.62172,-1.028476,-0.827416,-1.062996,0.3
-4.204031,1.341499,1.075607,-1.062996,0.79
-1.612304,0.093727,-0.066207,0.185373,-1.99
0.34816,0.18673,0.695003,-1.062996,-3.39
-1.357411,-0.315947,-0.446811,0.525837,-1.34
-0.797498,0.191271,0.695003,-1.062996,-2.016
0.286691,-0.686117,-0.827416,0.684721,-3.66
-0.904464,-1.311051,-0.446811,-1.062996,0.32
1.10534,1.719738,-0.066207,0.393435,-7.28
-0.640789,0.11729,-0.827416,0.185373,-2.484
1.102446,0.816682,1.836817,-1.062996,-4.755
-0.496641,0.201366,0.695003,0.029327,-3.239
-0.11438,0.357943,0.695003,0.029327,-4
0.76638,0.816594,-0.827416,-1.062996,-4.02
1.072274,1.22623,-0.446811,-1.062996,-5.184
1.281331,1.362918,-0.066207,-1.062996,-5.37
0.390228,1.237524,-0.827416,-1.062996,-3.14
0.331761,-0.378069,-0.827416,-1.062996,-2.54
0.838834,0.558244,-0.446811,0.281401,-4.02
0.055609,-0.495112,-0.827416,-1.062996,-2.31
1.746121,-0.060784,3.359235,-1.062996,-7.96
1.662745,2.08637,0.695003,-0.415693,-7.321
-0.885493,-1.291405,-0.827416,-1.062996,0.49
-0.676437,-1.154717,-0.827416,-1.062996,-0.03
-1.189459,-0.862086,-0.827416,-1.062996,0.94
-1.26545,0.522326,-0.446811,-0.143145,-2.676
-1.869683,-0.238399,-0.827416,0.9536,-2.523
-1.869683,-0.238399,-0.827416,0.9536,-1.39
-1.095836,1.477242,1.456212,-0.23075,-2.154
-0.500071,0.484536,1.075607,-1.062996,-3.46
-0.021776,-0.7837,-0.446811,1.12165,-2.39
-0.183083,0.133407,0.314398,-1.062996,-1.62
0.289853,0.406618,1.836817,-1.062996,-3.091
-0.589084,0.367493,0.695003,-1.062996,-3.36
-0.375687,-1.174119,-0.827416,1.849865,-1.33
-0.25393,-0.920388,-0.827416,1.433742,-2.12
-1.281098,-0.745228,-0.827416,1.12165,-2.273
-1.747282,-1.252261,-0.827416,-1.062996,0.32
-0.20811,0.348978,-0.827416,-1.062996,-3.9
-1.649254,-0.765117,-0.827416,0.878911,-1.506
0.200904,-0.530213,-0.446811,0.525837,-2.22
-0.243361,-1.096181,-0.827416,1.433742,-2.21
0.442693,-0.549429,-0.446811,0.525837,-4.15
0.205502,-0.900558,-0.827416,-1.062996,-4.47
0.162683,-1.037246,0.314398,-1.062996,-3.82
-0.25543,-1.310622,-0.446811,-1.062996,-2.54
0.361825,0.868465,0.695003,0.539078,-3.61
1.283367,0.974838,0.695003,-1.062996,-4.88
-0.979973,1.849604,-0.066207,-1.062996,-3.68
-0.016256,2.240023,-0.066207,-1.062996,-4.31
-0.368184,2.668875,0.695003,-1.062996,-4.13
-0.865879,0.473953,-0.446811,1.389939,-2.404
0.956262,1.350464,-0.446811,1.089988,-4.09
0.002983,0.468711,-0.827416,-1.062996,-1.91
-0.872525,1.715352,-0.066207,-0.189138,-2.68
-0.154466,0.514569,0.314398,-1.062996,-0.22
-0.872525,1.715352,-0.066207,-0.189138,-2.68
-0.304905,-0.587053,-0.827416,-1.062996,-2.168
0.028171,-0.713724,-0.827416,-1.062996,-1.96
-0.247981,-0.830767,-0.827416,-1.062996,-1.17
1.576829,1.256789,1.075607,-0.034927,-5.752
1.444567,0.82745,-0.066207,0.993141,-4.46
2.040526,1.595562,1.456212,0.9536,-6.01
-0.10542,-0.149957,-0.827416,1.625798,-2.07
-0.346266,0.244428,1.075607,0.102148,-4.06
-0.131368,-0.219017,1.456212,-1.062996,0.43
0.910538,1.273141,1.836817,-0.303119,-5.68
-0.009718,2.205235,1.456212,-1.062996,-4.19
-0.63335,2.249544,1.456212,-0.123363,-3.638
1.445371,0.230581,-0.827416,1.849865,-6.726
-2.049372,0.600517,-0.066207,0.31678,-1.95
-1.814538,-0.901805,-0.827416,1.12165,-1.488
-1.835653,-1.408838,-0.827416,-1.062996,0.96
-2.259553,-0.355871,-0.827416,1.12165,-3.93
-0.575365,-1.154717,0.314398,-1.062996,-0.85
-0.247016,0.805992,2.217421,-1.062996,1.144
0.520989,0.794016,-0.066207,-0.092042,-4.925
0.6219,1.010532,0.695003,0.963342,-3.893
0.060561,1.463483,0.314398,0.456758,-3.79
-0.229096,-0.247637,-0.446811,0.281401,-2.581
